meeting_id,speaker,start_time,end_time,duration,segment_id,next_speaker,prev_speaker,time_to_next,time_from_prev,is_turn_change,has_overlap,overlap_duration,overlapping_speakers,new_turn,words_ref,word_count,class,gloss
TS3005d,A,1.49,1.99,0.5,TS3005d.A.dialog-act.vkaraisk.3,,,,,,,,,False, Good.,1,task,Assess
TS3005d,C,3.48,6.728,3.248,TS3005d.C.dialog-act.vkaraisk.9,,,,,,,,,False, Beep.,1,other,Other
TS3005d,C,7.84,7.94,0.1,TS3005d.C.dialog-act.vkaraisk.10,,,,,,,,,False, Oh.,1,other,Other
TS3005d,B,9.09,9.35,0.26,TS3005d.B.dialog-act.vkaraisk.8,,,,,,,,,False, What?,1,elicit,Elicit-Inform
TS3005d,A,9.28,10.78,1.5,TS3005d.A.dialog-act.vkaraisk.4,,,,,,,,,False, So well uh,3,minor,Stall
TS3005d,A,10.78,12.41,1.63,TS3005d.A.dialog-act.vkaraisk.5,,,,,,,,,False, welcome everyone.,2,other,Be-Positive
TS3005d,B,11.69,11.89,0.2,TS3005d.B.dialog-act.vkaraisk.9,,,,,,,,,False, Yeah.,1,minor,Backchannel
TS3005d,A,12.41,14.64,2.23,TS3005d.A.dialog-act.vkaraisk.6,A,,2.49,,True,False,0.0,[],False, Um as you may have noticed I uh,8,task,Inform
TS3005d,C,13.059,13.539,0.48,TS3005d.C.dialog-act.vkaraisk.11,,,,,,,,,False,,0,minor,Fragment
TS3005d,B,13.496,15.208,1.712,TS3005d.B.dialog-act.vkaraisk.10,,,,,,,,,False,,0,minor,Fragment
TS3005d,A,15.85,17.13,1.28,TS3005d.A.dialog-act.vkaraisk.7,,,,,,,,,False, created separate folders,3,task,Inform
TS3005d,A,17.13,24.03,6.9,TS3005d.A.dialog-act.vkaraisk.8,A,A,0.0,2.49,False,False,0.0,[],False, because it was uh tending to get a little busy in our uh shared project documents uh folder.,18,task,Inform
TS3005d,B,18.03,18.28,0.25,TS3005d.B.dialog-act.vkaraisk.11,,,,,,,,,False, Yeah.,1,task,Assess
