meeting_id,speaker,start_time,end_time,duration,segment_id,next_speaker,prev_speaker,time_to_next,time_from_prev,is_turn_change,has_overlap,overlap_duration,overlapping_speakers,new_turn,words_ref,word_count,class,gloss
TS3010b,A,107.17,109.11,1.94,TS3010b.A.dialog-act.s9553330.3,,,,,,,,,False, Okay.,1,minor,Stall
TS3010b,A,109.11,113.03,3.92,TS3010b.A.dialog-act.s9553330.2,,,,,,,,,False, So welcome back.,3,minor,Stall
TS3010b,D,111.712,112.862,1.15,TS3010b.D.dialog-act.s9553330.1,,,,,,,,,False,,0,minor,Fragment
TS3010b,A,113.03,114.53,1.5,TS3010b.A.dialog-act.s9553330.4,A,,7.0,,True,False,0.0,[],False, What do do we have to do?,7,elicit,Elicit-Inform
TS3010b,A,116.56,118.752,2.192,TS3010b.A.dialog-act.s9553330.1,,,,,,,,,False,,0,minor,Fragment
TS3010b,D,118.769,119.581,0.812,TS3010b.D.dialog-act.s9553330.2,,,,,,,,,False,.,0,minor,Fragment
TS3010b,A,120.72,121.53,0.81,TS3010b.A.dialog-act.s9553330.5,,,,,,,,,False, So,1,minor,Stall
TS3010b,A,121.53,124.97,3.44,TS3010b.A.dialog-act.s9553330.6,A,A,0.0,7.0,False,False,0.0,[],False," first. I want to say I'm the secretary,",8,task,Inform
TS3010b,A,124.97,127.41,2.44,TS3010b.A.dialog-act.s9553330.7,A,A,0.0,0.0,False,False,0.0,[],False, so I make the minutes.,5,task,Inform
TS3010b,A,127.41,135.17,7.76,TS3010b.A.dialog-act.s9553330.8,A,A,0.0,0.0,False,False,0.0,[],False, You find them in your in the map in the From the group.,13,task,Inform
TS3010b,A,135.17,137.34,2.17,TS3010b.A.dialog-act.s9553330.9,A,A,0.0,0.0,False,False,0.0,[],False, There's the minutes from the first meeting.,7,task,Inform
TS3010b,A,137.34,140.46,3.12,TS3010b.A.dialog-act.s9553330.10,A,A,4.81,0.0,False,False,0.0,[],False, You'll find the next minutes also there.,7,task,Inform
TS3010b,A,142.44,144.254,1.814,TS3010b.A.dialog-act.s9553330.11,,,,,,,,,False, Then,1,minor,Stall
TS3010b,A,145.27,147.74,2.47,TS3010b.A.dialog-act.s9553330.12,A,A,1.56,4.81,False,False,0.0,[],False," I wanna hear from you, what you've done.",8,task,Inform
TS3010b,A,149.3,154.15,4.85,TS3010b.A.dialog-act.s9553330.13,A,A,0.0,1.56,False,False,0.0,[],False, And after that I have some new product requirements. So,10,task,Inform
TS3010b,A,154.15,159.48,5.33,TS3010b.A.dialog-act.s9553330.14,A,A,0.0,0.0,False,False,0.0,[],False," And after that we have to make decisions, what we will do.",12,task,Inform
TS3010b,A,159.48,161.06,1.58,TS3010b.A.dialog-act.s9553330.15,A,A,0.0,0.0,False,False,0.0,[],False, And then we're ready.,4,task,Inform
TS3010b,A,161.06,165.28,4.22,TS3010b.A.dialog-act.s9553330.16,A,A,0.0,0.0,False,False,0.0,[],False, We have forty minutes for this meeting.,7,task,Inform
TS3010b,A,165.28,167.62,2.34,TS3010b.A.dialog-act.s9553330.17,A,A,0.0,0.0,False,False,0.0,[],False, After that we'll have lunch.,5,task,Inform
