meeting_id,speaker,start_time,end_time,duration,segment_id,next_speaker,prev_speaker,time_to_next,time_from_prev,is_turn_change,has_overlap,overlap_duration,overlapping_speakers,new_turn,words_ref,word_count,class,gloss
ES2013c,A,54.47,57.44,2.97,ES2013c.A.dialog-act.vkaraisk.1,,,,,,,,,False, Hi Kate.,2,other,Be-Positive
ES2013c,B,57.2,59.726,2.526,ES2013c.B.dialog-act.vkaraisk.1,A,,1.634,,True,False,0.0,[],False, Just just carry on.,4,task,Suggest
ES2013c,A,57.44,60.03,2.59,ES2013c.A.dialog-act.vkaraisk.2,,,,,,,,,False," Okay, carry on.",3,task,Assess
ES2013c,A,60.03,61.36,1.33,ES2013c.A.dialog-act.vkaraisk.3,,,,,,,,,False, Alright um,2,minor,Stall
ES2013c,A,61.36,67.04,5.68,ES2013c.A.dialog-act.vkaraisk.4,A,B,0.0,1.634,True,False,0.0,[],True," this is the beginning of the third meeting, the conceptual design meeting.",12,task,Inform
ES2013c,A,67.04,72.47,5.43,ES2013c.A.dialog-act.vkaraisk.5,A,A,0.71,0.0,False,False,0.0,[],False," Um our agenda should be um that we're opening the meeting,",11,task,Inform
ES2013c,A,72.47,73.18,0.71,ES2013c.A.dialog-act.vkaraisk.6,,,,,,,,,False, I have,2,minor,Fragment
ES2013c,A,73.18,77.8,4.62,ES2013c.A.dialog-act.vkaraisk.7,A,A,0.0,0.71,False,False,0.0,[],False, the minutes from the previous meeting are on the shared f drive at this point.,15,task,Inform
ES2013c,A,77.8,81.87,4.07,ES2013c.A.dialog-act.vkaraisk.8,A,A,0.0,0.0,False,False,0.0,[],False, Um and we should each have a presentation to make.,10,task,Inform
ES2013c,A,81.87,84.23,2.36,ES2013c.A.dialog-act.vkaraisk.9,A,A,0.0,0.0,False,False,0.0,[],False, Um we have certain decisions to make,7,task,Inform
ES2013c,A,84.23,86.75,2.52,ES2013c.A.dialog-act.vkaraisk.10,A,A,0.0,0.0,False,False,0.0,[],False, and we have forty minutes total.,6,task,Inform
ES2013c,A,86.75,90.46,3.71,ES2013c.A.dialog-act.vkaraisk.11,A,A,0.0,0.0,False,False,0.0,[],False," It's twenty five after two at the moment,",8,task,Inform
ES2013c,A,90.46,95.15,4.69,ES2013c.A.dialog-act.vkaraisk.12,A,A,0.0,0.0,False,False,0.0,[],False," so forty minutes is five after three,",7,task,Inform
ES2013c,A,95.15,99.77,4.62,ES2013c.A.dialog-act.vkaraisk.13,A,A,1.83,0.0,False,False,0.0,[],False, um which I'll be keeping an eye on the clock for us.,12,other,Offer
ES2013c,A,99.77,100.38,0.61,ES2013c.A.dialog-act.vkaraisk.14,,,,,,,,,False, Okay.,1,minor,Stall
ES2013c,A,101.6,106.06,4.46,ES2013c.A.dialog-act.vkaraisk.15,A,A,0.0,1.83,False,False,0.0,[],False," Um there are the decisions we have to turn to,",10,task,Inform
ES2013c,A,106.06,108.78,2.72,ES2013c.A.dialog-act.vkaraisk.16,A,A,0.0,0.0,False,False,0.0,[],False, but we'll come back to them in a minute,9,task,Suggest
ES2013c,A,108.78,115.95,7.17,ES2013c.A.dialog-act.vkaraisk.17,A,A,7.34,0.0,False,False,0.0,[],False, after I take us to the minutes of the previous meeting.,11,other,Offer
ES2013c,A,120.76,123.29,2.53,ES2013c.A.dialog-act.vkaraisk.19,,,,,,,,,False, Right um,2,minor,Stall
ES2013c,A,123.29,125.25,1.96,ES2013c.A.dialog-act.vkaraisk.20,A,A,0.0,7.34,False,False,0.0,[],False," as we remember, I opened the meeting,",7,task,Inform
ES2013c,A,125.25,127.23,1.98,ES2013c.A.dialog-act.vkaraisk.21,A,A,0.0,0.0,False,False,0.0,[],False," the four of us were present,",6,task,Inform
ES2013c,A,127.23,129.93,2.7,ES2013c.A.dialog-act.vkaraisk.22,A,A,1.68,0.0,False,False,0.0,[],False, the meeting the first meeting's minutes were reviewed,8,task,Inform
ES2013c,A,129.93,131.61,1.68,ES2013c.A.dialog-act.vkaraisk.23,,,,,,,,,False, and approved.,2,task,Inform
ES2013c,A,131.61,135.88,4.27,ES2013c.A.dialog-act.vkaraisk.24,A,A,0.0,1.68,False,False,0.0,[],False," Um Sarah, you presented a marketing research report",8,task,Inform
ES2013c,A,135.88,148.74,12.86,ES2013c.A.dialog-act.vkaraisk.25,A,A,1.65,0.0,False,False,0.0,[],False," um which pretty much rep represented that fifteen to thirty five year olds uh it has to be hand-held, power, channel, volume, number keys, possibly a speech recognition.",28,task,Inform
ES2013c,A,150.39,154.12,3.73,ES2013c.A.dialog-act.vkaraisk.26,A,A,0.0,1.65,False,False,0.0,[],False, And then Steph did a second presentation,7,task,Inform
ES2013c,A,154.12,163.81,9.69,ES2013c.A.dialog-act.vkaraisk.27,A,A,0.0,0.0,False,False,0.0,[],False, um that those functions plus streamlining them with big user-friendly keys that were easy to use.,16,task,Inform
ES2013c,A,163.81,167.04,3.23,ES2013c.A.dialog-act.vkaraisk.28,A,A,0.0,0.0,False,False,0.0,[],False, I think all of us agreed with those things.,9,task,Inform
ES2013c,A,167.04,172.89,5.85,ES2013c.A.dialog-act.vkaraisk.29,A,A,0.0,0.0,False,False,0.0,[],False, Kate presented a working design of going after going over the basics on the whiteboard,15,task,Inform
ES2013c,A,172.89,179.33,6.44,ES2013c.A.dialog-act.vkaraisk.30,A,A,0.0,0.0,False,False,0.0,[],False," um that it should be a simple mass-produced device, because of the twelve and a half Pence cost.",18,task,Inform
ES2013c,A,179.33,183.88,4.55,ES2013c.A.dialog-act.vkaraisk.33,A,A,0.0,0.0,False,False,0.0,[],False, Um but we did talk about possibly using rechargeable batteries,10,task,Inform
ES2013c,A,183.88,187.15,3.27,ES2013c.A.dialog-act.vkaraisk.34,A,A,0.0,0.0,False,False,0.0,[],False, and having a docking place as a selling point.,9,task,Inform
ES2013c,A,187.15,191.08,3.93,ES2013c.A.dialog-act.vkaraisk.35,A,A,0.0,0.0,False,False,0.0,[],False, Um and the new requirements that it for be for T_V_ only,12,task,Inform
ES2013c,A,191.08,204.06,12.98,ES2013c.A.dialog-act.vkaraisk.36,A,A,1.96,0.0,False,False,0.0,[],False, um and that it include the l so slogan and colour of the uh corporate design be included. Um the corporate image.,22,task,Inform
ES2013c,A,205.66,206.02,0.36,ES2013c.A.dialog-act.vkaraisk.37,,,,,,,,,False, So,1,minor,Stall
ES2013c,A,206.02,213.86,7.84,ES2013c.A.dialog-act.vkaraisk.38,A,A,0.0,1.96,False,False,0.0,[],False," we agreed that the target market would be fifteen to thirty five with more money than sense, that were decision makers.",21,task,Inform
ES2013c,A,213.86,217.49,3.63,ES2013c.A.dialog-act.vkaraisk.39,A,A,0.0,0.0,False,False,0.0,[],False," Alternatively it would be a manufacturer to enclose it with the T_V_,",12,task,Inform
ES2013c,A,217.49,220.53,3.04,ES2013c.A.dialog-act.vkaraisk.40,A,A,0.0,0.0,False,False,0.0,[],False, but it still should meet those parameters.,7,task,Inform
ES2013c,A,220.53,232.68,12.15,ES2013c.A.dialog-act.vkaraisk.41,A,A,1.304,0.0,False,False,0.0,[],False," Um and that the function we agreed was volume, power, numbers, enter, channels, a way to move between channels, easy to use and hand-held.",24,task,Inform
ES2013c,A,233.984,242.7,8.716,ES2013c.A.dialog-act.vkaraisk.42,A,A,0.0,1.304,False,False,0.0,[],False," Um at that point we agreed that Sarah would look at the current cost of competition, what what do the current ones sell for.",24,task,Inform
ES2013c,A,242.7,246.43,3.73,ES2013c.A.dialog-act.vkaraisk.43,A,A,0.0,0.0,False,False,0.0,[],False, Um and Steph was gonna look at ec ergonomics.,9,task,Inform
ES2013c,A,246.43,251.74,5.31,ES2013c.A.dialog-act.vkaraisk.44,A,A,0.0,0.0,False,False,0.0,[],False, Kate was gonna look at cost and feasibility of the various possibilities that we discussed.,15,task,Inform
ES2013c,A,251.74,253.55,1.81,ES2013c.A.dialog-act.vkaraisk.45,A,A,0.0,0.0,False,False,0.0,[],False, And I was to type up these minutes,8,task,Inform
ES2013c,A,253.55,255.25,1.7,ES2013c.A.dialog-act.vkaraisk.46,A,A,1.12,0.0,False,False,0.0,[],False, and work on the final report.,6,task,Inform
