meeting_id,speaker,start_time,end_time,duration,segment_id,next_speaker,prev_speaker,time_to_next,time_from_prev,is_turn_change,has_overlap,overlap_duration,overlapping_speakers,new_turn,words_ref,word_count,class,gloss
IS1008b,A,34.48,35.98,1.5,IS1008b.A.dialog-act.vkaraisk.1,,,,,,,,,False, Okay uh,2,minor,Stall
IS1008b,A,35.98,38.86,2.88,IS1008b.A.dialog-act.vkaraisk.2,A,,4.45,,True,False,0.0,[],False," Agnes, you can help me for the slide when",9,task,Suggest
IS1008b,C,36.75,37.5,0.75,IS1008b.C.dialog-act.vkaraisk.2,,,,,,,,,False, Yep.,1,minor,Backchannel
IS1008b,C,37.5,37.92,0.42,IS1008b.C.dialog-act.vkaraisk.1,,,,,,,,,False, Sure.,1,task,Assess
IS1008b,A,38.86,40.49,1.63,IS1008b.A.dialog-act.vkaraisk.4,,,,,,,,,False, okay.,1,other,Comment-About-Understanding
IS1008b,A,40.93,41.3,0.37,IS1008b.A.dialog-act.vkaraisk.5,,,,,,,,,False," Okay,",1,minor,Stall
IS1008b,A,41.3,42.79,1.49,IS1008b.A.dialog-act.vkaraisk.6,,,,,,,,,False, welcome back.,2,other,Be-Positive
IS1008b,A,43.31,46.69,3.38,IS1008b.A.dialog-act.vkaraisk.7,A,A,3.75,4.45,False,False,0.0,[],False, I hope uh you have a fresh head and a fresh time.,12,other,Be-Positive
IS1008b,A,48.87,50.44,1.57,IS1008b.A.dialog-act.vkaraisk.8,,,,,,,,,False, How t now the meeting,5,minor,Fragment
IS1008b,A,50.44,58.05,7.61,IS1008b.A.dialog-act.vkaraisk.9,A,A,1.87,3.75,False,False,0.0,[],False, actually we gathering here to discuss about the functional design meeting.,11,task,Inform
IS1008b,A,59.56,59.92,0.36,IS1008b.A.dialog-act.vkaraisk.10,,,,,,,,,False," Okay,",1,elicit,Elicit-Comment-Understanding
IS1008b,A,59.92,64.0,4.08,IS1008b.A.dialog-act.vkaraisk.11,A,A,0.18,1.87,False,False,0.0,[],False, and uh we'll issue some information from uh all of you.,11,task,Inform
IS1008b,A,64.18,68.35,4.17,IS1008b.A.dialog-act.vkaraisk.12,A,A,0.21,0.18,False,False,0.0,[],False," And it's in the, I think uh, in the sharing folder.",11,task,Inform
IS1008b,A,68.56,75.25,6.69,IS1008b.A.dialog-act.vkaraisk.13,A,A,2.56,0.21,False,False,0.0,[],False, And uh I will invite uh the Christine and the Ed and uh Agnes to discuss about on the various subjects.,21,other,Offer
IS1008b,A,77.29,77.81,0.52,IS1008b.A.dialog-act.vkaraisk.14,,,,,,,,,False, So,1,minor,Stall
IS1008b,A,77.81,79.31,1.5,IS1008b.A.dialog-act.vkaraisk.15,A,A,2.04,2.56,False,False,0.0,[],False, can you go to the next slide?,7,task,Suggest
IS1008b,A,80.53,81.35,0.82,IS1008b.A.dialog-act.vkaraisk.16,,,,,,,,,False, Yeah uh,2,minor,Stall
IS1008b,A,81.35,83.38,2.03,IS1008b.A.dialog-act.vkaraisk.17,A,A,0.5,2.04,False,False,0.0,[],False, the agenda of the meeting is opening.,7,task,Inform
