meeting_id,speaker,start_time,end_time,duration,segment_id,next_speaker,prev_speaker,time_to_next,time_from_prev,is_turn_change,has_overlap,overlap_duration,overlapping_speakers,new_turn,words_ref,word_count,class,gloss
TS3008c,A,94.69,96.17,1.48,TS3008c.A.dialog-act.dharshi.1,,,,,,,,,False," Okay, all set?",3,elicit,Elicit-Inform
TS3008c,A,96.17,98.63,2.46,TS3008c.A.dialog-act.dharshi.2,A,,5.09,,True,False,0.0,[],False, Welcome to the conceptual design meeting.,6,task,Inform
TS3008c,B,96.26,96.8,0.54,TS3008c.B.dialog-act.dharshi.1,,,,,,,,,False," Uh, okay.",2,task,Inform
TS3008c,C,96.31,96.68,0.37,TS3008c.C.dialog-act.dharshi.1,,,,,,,,,False, Yes.,1,task,Inform
TS3008c,A,100.47,102.17,1.7,TS3008c.A.dialog-act.dharshi.3,,,,,,,,,False, The agenda.,2,task,Inform
TS3008c,A,102.17,103.72,1.55,TS3008c.A.dialog-act.dharshi.4,,,,,,,,,False, The opening.,2,task,Inform
TS3008c,A,103.72,108.14,4.42,TS3008c.A.dialog-act.dharshi.5,A,A,0.0,5.09,False,False,0.0,[],False," I'll again be the secretary and make minutes, take minutes,",10,other,Offer
TS3008c,A,108.14,113.13,4.99,TS3008c.A.dialog-act.dharshi.6,A,A,0.0,0.0,False,False,0.0,[],False," uh and it will be three presentations, just like the last meeting.",12,task,Inform
TS3008c,A,113.13,116.09,2.96,TS3008c.A.dialog-act.dharshi.7,A,A,0.0,0.0,False,False,0.0,[],False," So um, who wants to start off?",7,elicit,Elicit-Offer-Or-Suggestion
TS3008c,A,116.09,118.25,2.16,TS3008c.A.dialog-act.dharshi.8,A,A,23.81,0.0,False,False,0.0,[],False, Technical uh designer again?,4,task,Suggest
TS3008c,B,117.463,117.99,0.527,TS3008c.B.dialog-act.dharshi.2,,,,,,,,,False, Again.,1,other,Offer
TS3008c,A,118.25,118.51,0.26,TS3008c.A.dialog-act.dharshi.9,,,,,,,,,False, Okay.,1,task,Assess
TS3008c,B,141.55,141.75,0.2,TS3008c.B.dialog-act.dharshi.3,,,,,,,,,False, Hmm.,1,minor,Fragment
TS3008c,A,142.06,149.94,7.88,TS3008c.A.dialog-act.dharshi.10,A,A,0.0,23.81,False,False,0.0,[],False," Uh, yeah. Uh, before we begin it, I want to say I've I've put the minutes of the uh second meeting in the shared folder,",25,task,Inform
TS3008c,A,149.94,152.57,2.63,TS3008c.A.dialog-act.dharshi.11,A,A,0.0,0.0,False,False,0.0,[],False, but they're still not uh quite okay.,7,task,Inform
TS3008c,A,152.57,155.55,2.98,TS3008c.A.dialog-act.dharshi.12,A,A,0.0,0.0,False,False,0.0,[],False, It uh it uh still some technical difficulties,8,task,Inform
TS3008c,A,155.55,164.23,8.68,TS3008c.A.dialog-act.dharshi.13,A,A,0.71,0.0,False,False,0.0,[],False," so the the first part of the minutes are very hard to read, because there are two documents that uh were layered over each other.",25,task,Inform
TS3008c,B,155.72,156.01,0.29,TS3008c.B.dialog-act.dharshi.4,,,,,,,,,False, Mm-hmm.,1,minor,Backchannel
TS3008c,D,161.462,161.798,0.336,TS3008c.D.dialog-act.dharshi.1,,,,,,,,,False,,0,minor,Fragment
TS3008c,D,164.03,164.38,0.35,TS3008c.D.dialog-act.dharshi.2,,,,,,,,,False, Okay.,1,task,Assess
TS3008c,A,164.23,164.94,0.71,TS3008c.A.dialog-act.dharshi.14,,,,,,,,,False, So,1,minor,Stall
TS3008c,A,164.94,171.48,6.54,TS3008c.A.dialog-act.dharshi.15,B,A,-0.67,0.71,False,True,0.67,['TS3008c.B.dialog-act.dharshi.6'],False," But uh, from now on I won't use my pen anymore, so will be p just ordinary keyboard.",18,other,Offer
TS3008c,B,167.702,168.246,0.544,TS3008c.B.dialog-act.dharshi.5,,,,,,,,,False,,0,minor,Fragment
TS3008c,C,168.55,169.98,1.43,TS3008c.C.dialog-act.dharshi.2,,,,,,,,,False,,0,minor,Fragment
TS3008c,D,169.062,171.021,1.959,TS3008c.D.dialog-act.dharshi.3,,,,,,,,,False,,0,minor,Fragment
TS3008c,B,170.81,172.17,1.36,TS3008c.B.dialog-act.dharshi.6,A,A,0.58,-0.67,True,False,0.0,[],False," Uh, may be better, yeah.",5,task,Assess
TS3008c,D,172.03,172.98,0.95,TS3008c.D.dialog-act.dharshi.4,,,,,,,,,False, Keyboard work. Yeah.,3,task,Assess
TS3008c,A,172.75,177.3,4.55,TS3008c.A.dialog-act.dharshi.16,C,B,1.95,0.58,True,False,0.0,[],True, I think it will will be more uh easy for you to read the minutes.,15,task,Assess
TS3008c,B,176.15,176.45,0.3,TS3008c.B.dialog-act.dharshi.7,,,,,,,,,False, Yeah.,1,minor,Backchannel
TS3008c,D,177.77,178.24,0.47,TS3008c.D.dialog-act.dharshi.5,,,,,,,,,False, Alright.,1,task,Assess
TS3008c,C,179.25,191.38,12.13,TS3008c.C.dialog-act.dharshi.3,C,A,1.57,1.95,True,False,0.0,[],True," Okay, when we talk about uh components design, um it's really about the material and the and uh uh really the stuff we build uh the remote controls of.",29,task,Inform
TS3008c,C,192.95,196.77,3.82,TS3008c.C.dialog-act.dharshi.4,C,C,0.0,1.57,False,False,0.0,[],False," Um, a remote control consist of uh components",8,task,Inform
TS3008c,C,196.77,201.28,4.51,TS3008c.C.dialog-act.dharshi.5,C,C,0.0,0.0,False,False,0.0,[],False, and the components of a remote control consist of uh properties and material.,13,task,Inform
TS3008c,C,201.28,204.29,3.01,TS3008c.C.dialog-act.dharshi.6,C,C,0.0,0.0,False,False,0.0,[],False, We have to choose th uh these uh wisely,9,task,Suggest
TS3008c,C,204.29,212.68,8.39,TS3008c.C.dialog-act.dharshi.7,C,C,2.27,0.0,False,False,0.0,[],False, and it could affect uh uh a kind of grow of in uh in buying uh the remote controls.,19,task,Inform
TS3008c,C,214.95,220.27,5.32,TS3008c.C.dialog-act.dharshi.8,C,C,0.0,2.27,False,False,0.0,[],False," Um, the components of a remote control are of course uh the case.",13,task,Inform
TS3008c,C,220.27,228.59,8.32,TS3008c.C.dialog-act.dharshi.9,C,C,0.0,0.0,False,False,0.0,[],False," Uh the properties of the case, um it has to be solid uh in hard material like uh hard plastic",20,task,Inform
TS3008c,C,228.59,236.43,7.84,TS3008c.C.dialog-act.dharshi.10,C,C,1.13,0.0,False,False,0.0,[],False," uh with soft rubber for uh falling and and uh uh yeah, it feels uh good in your hand.",19,task,Inform
TS3008c,D,230.742,231.264,0.522,TS3008c.D.dialog-act.dharshi.6,,,,,,,,,False,,0,minor,Fragment
TS3008c,C,237.56,243.38,5.82,TS3008c.C.dialog-act.dharshi.11,C,C,0.0,1.13,False,False,0.0,[],False," Mm the buttons has to be uh solid too, and the material is soft rubber.",15,task,Inform
TS3008c,C,243.38,249.66,6.28,TS3008c.C.dialog-act.dharshi.12,C,C,3.12,0.0,False,False,0.0,[],False, Uh I've got a uh email from the possibilities of Real Reaction.,12,task,Inform
TS3008c,C,250.81,251.36,0.55,TS3008c.C.dialog-act.dharshi.13,,,,,,,,,False, Um,1,minor,Stall
TS3008c,C,252.78,265.09,12.31,TS3008c.C.dialog-act.dharshi.14,C,C,4.94,3.12,False,False,0.0,[],False," uh they're telling me that um when we build uh a remote control of um of plastic or rubber, the uh buttons have to be uh rubber too.",28,task,Inform
TS3008c,C,265.09,265.838,0.748,TS3008c.C.dialog-act.dharshi.15,,,,,,,,,False, Mm,1,minor,Stall
TS3008c,C,268.36,268.93,0.57,TS3008c.C.dialog-act.dharshi.16,,,,,,,,,False, It's okay. Yeah.,3,task,Assess
TS3008c,C,270.03,277.13,7.1,TS3008c.C.dialog-act.dharshi.17,C,C,0.0,4.94,False,False,0.0,[],False," I when we use a rubbled a doubled curved case, we must use a rubber push-buttons to",17,task,Inform
TS3008c,C,277.13,285.39,8.26,TS3008c.C.dialog-act.dharshi.19,C,C,0.0,0.0,False,False,0.0,[],False," uh the the rubber double-curved case is a is a t uh three-dimensional uh curve in the in the design,",20,task,Inform
TS3008c,C,285.39,288.374,2.984,TS3008c.C.dialog-act.dharshi.20,C,C,8.216,0.0,False,False,0.0,[],False, which is uh necessary when we want to be trendy. Uh,11,task,Inform
TS3008c,C,290.23,290.81,0.58,TS3008c.C.dialog-act.dharshi.18,,,,,,,,,False, Um,1,minor,Stall
TS3008c,B,293.77,293.85,0.08,TS3008c.B.dialog-act.dharshi.8,,,,,,,,,False, Oh.,1,minor,Fragment
TS3008c,C,296.59,300.71,4.12,TS3008c.C.dialog-act.dharshi.21,C,C,1.63,8.216,False,False,0.0,[],False," the energy source, uh I've got a lot of possibilities for that too.",13,task,Inform
TS3008c,C,300.71,301.12,0.41,TS3008c.C.dialog-act.dharshi.22,,,,,,,,,False," Um,",1,minor,Stall
TS3008c,C,302.34,303.78,1.44,TS3008c.C.dialog-act.dharshi.23,C,C,0.0,1.63,False,False,0.0,[],False," uh the basic battery,",4,task,Inform
TS3008c,C,303.78,313.286,9.506,TS3008c.C.dialog-act.dharshi.24,C,C,1.244,0.0,False,False,0.0,[],False, which I thi prefer because of its uh its non uh non-depending of of of uh um,17,task,Inform
TS3008c,C,314.53,322.69,8.16,TS3008c.C.dialog-act.dharshi.25,C,C,0.0,1.244,False,False,0.0,[],False," Uh here you have to have a hand uh yeah, kinetic uh energy.",13,task,Inform
TS3008c,C,322.69,324.92,2.23,TS3008c.C.dialog-act.dharshi.26,C,C,0.0,0.0,False,False,0.0,[],False," Also in uh this one, like in the watches,",9,task,Inform
TS3008c,C,324.92,331.22,6.3,TS3008c.C.dialog-act.dharshi.27,C,C,0.0,0.0,False,False,0.0,[],False," but a remote control can lie on a table for a day, and then you push uh a button and",20,task,Inform
TS3008c,C,331.22,335.81,4.59,TS3008c.C.dialog-act.dharshi.28,C,C,0.0,0.0,False,False,0.0,[],False, so you don't have to uh walk with it all the all the time.,14,task,Inform
TS3008c,C,335.81,341.45,5.64,TS3008c.C.dialog-act.dharshi.29,C,C,3.98,0.0,False,False,0.0,[],False," Mm, solar cells are also uh a bit weird for uh remote controls.",13,task,Assess
TS3008c,D,339.953,343.754,3.801,TS3008c.D.dialog-act.dharshi.7,,,,,,,,,False,,0,minor,Fragment
